ID,desc::Transcription,Function_x,Function_y,Overlap,Nonlexical,Words,Multiunit,Repeat,Syllables,desc::Duration,desc::Ignore
D15_29BF21_12,ah,is,is,1,1,1,0,0,1,0.22,N
D15_29BF21_30,ah,is,is,1,1,1,0,0,1,0.35,N
D15_29BF21_48,eh,is,is,1,1,1,0,0,1,0.14,N
D15_29BF21_120,ah ok,is,is,0,2,2,1,0,3,0.38,NL
D15_29BF21_50,eh,is,is,0,1,1,0,0,1,0.07,N
D15_29BF21_52,ah,is,is,1,1,1,0,0,1,0.13,N
D15_29BF21_80,sì,is,is,1,0,1,0,0,1,0.23,S
D15_29BF21_90,ah,is,is,0,1,1,0,0,1,0.18,N
D15_29BF21_106,ah,is,is,0,1,1,0,0,1,0.14,N
D15_29BF21_108,ah,is,is,0,1,1,0,0,1,0.14,N
D15_29BF21_146,eh,is,is,0,1,1,0,0,1,0.3,N
D15_29BF21_180,sì,is,is,0,0,1,0,0,1,0.3,S
D15_30BM23_12,eh,is,is,1,1,1,0,0,1,0.14,N
D15_30BM23_14,sì,is,is,0,0,1,0,0,1,0.13,S
D15_30BM23_30,eh,is,is,1,1,1,0,0,1,0.08,N
D15_30BM23_54,eh,is,is,0,1,1,0,0,1,0.11,N
D15_30BM23_66,sì,is,is,0,0,1,0,0,1,0.1,S
D15_29BF21_174,ah in senso,is,is,1,2,2,1,0,4,0.76,NL
D15_30BM23_8,eh beh,is,is,1,1,2,1,0,2,0.24,NN
