ID,desc::Transcription,Function_x,Function_y,Overlap,Nonlexical,Words,Multiunit,Repeat,Syllables,desc::Duration,desc::Ignore
D01_02BF47_242,sì,ag,co,1,0,1,0,0,1,0.34,S
D01_02BF47_244,sì,ag,co,0,0,1,0,0,1,0.41,S
D01_02BF47_246,sì,ag,co,1,0,1,0,0,1,0.32,S
D01_02BF47_292,sì,ag,co,0,0,1,0,0,1,0.33,S
D11_22BM51_4,ah però,as,co,0,2,2,1,0,3,0.49,NL
D01_02BF47_294,sì,ag,co,1,0,1,0,0,1,0.4,S
D11_22BM51_6,ah però,as,co,0,2,2,1,0,3,0.48,NL
D01_02BF47_296,sì,ag,co,1,0,1,0,0,1,0.44,S
D02_03BM59_14,sì,ag,co,1,0,1,0,0,1,0.27,S
D02_03BM59_18,esatto,ag,co,1,0,1,0,0,3,0.59,L
D02_03BM59_20,sì,ag,co,1,0,1,0,0,1,0.28,S
D13_25LF23_14,e che cavolo,as,co,1,0,2,1,0,5,1.07,CL
D02_03BM59_42,sì,ag,co,1,0,1,0,0,1,0.25,S
D02_03BM59_46,sì,ag,co,1,0,1,0,0,1,0.28,S
D02_03BM59_48,sì,ag,co,1,0,1,0,0,1,0.35,S
D02_03BM59_52,sicuramente,ag,co,1,0,1,0,0,5,0.93,L
D02_03BM59_66,certo,ag,co,1,0,1,0,0,2,0.47,L
D02_03BM59_68,certo,ag,co,1,0,1,0,0,2,0.46,L
D02_03BM59_92,sì,ag,co,0,0,1,0,0,1,0.26,S
D02_03BM59_122,sì,ag,co,1,0,1,0,0,1,0.43,S
D02_04BM56_28,certo,ag,co,0,0,1,0,0,2,0.38,L
D02_04BM56_46,sì,ag,co,0,0,1,0,0,1,0.16,S
D02_04BM56_62,sì,ag,co,1,0,1,0,0,1,0.38,S
D02_04BM56_66,certo,ag,co,1,0,1,0,0,2,0.46,L
D02_04BM56_68,certo,ag,co,1,0,1,0,0,2,0.29,L
D02_04BM56_70,sì,ag,co,1,0,1,0,0,1,0.63,S
D02_04BM56_82,sì,ag,co,1,0,1,0,0,1,0.17,S
D02_04BM56_98,mhmh,ag,co,1,1,1,0,0,2,0.33,N
D02_04BM56_114,mhmh,ag,co,1,1,1,0,0,2,0.57,N
D02_04BM56_118,sì,ag,co,0,0,1,0,0,1,0.32,S
D02_04BM56_126,no,ag,co,0,0,1,0,0,1,0.18,S
D02_04BM56_140,sì,ag,co,0,0,1,0,0,1,0.15,S
D02_04BM56_210,sì,ag,co,0,0,1,0,0,1,0.24,S
D02_04BM56_228,certo,ag,co,0,0,1,0,0,2,0.48,L
D02_04BM56_236,sì,ag,co,0,0,1,0,0,1,0.21,S
D02_04BM56_240,certo,ag,co,0,0,1,0,0,2,0.38,L
D02_04BM56_270,certo,ag,co,1,0,1,0,0,2,0.5,L
D13_25LF23_184,eh beh direi,as,co,1,2,3,1,0,4,0.98,NNL
D13_26BF24_18,ah ma che bello,as,co,1,2,3,1,0,5,0.82,NCL
D13_26BF24_36,ah geniale,as,co,0,2,2,1,0,4,0.88,NL
D02_04BM56_272,sì,ag,co,0,0,1,0,0,1,0.48,S
D02_04BM56_280,sì,ag,co,0,0,1,0,0,1,0.24,S
D13_26BF24_48,ma sì,as,co,1,0,2,1,0,2,0.44,CS
D06_11LF28_16,ah sì,co,co,1,2,2,1,0,2,0.4,NS
D04_07BF55_14,chiaro,ag,co,0,0,1,0,0,2,0.14,L
D04_07BF55_48,sì,ag,co,1,0,1,0,0,1,0.23,S
D04_07BF55_54,eh,ag,co,1,1,1,0,0,1,0.16,N
D01_02BF47_12,sì sì,ag,is,0,0,2,1,1,2,0.42,SR
D04_07BF55_80,certo,ag,co,1,0,1,0,0,2,0.44,L
D04_07BF55_94,sì,ag,co,1,0,1,0,0,1,0.29,S
D04_07BF55_142,sì,ag,co,1,0,1,0,0,1,0.16,S
D04_08BF55_2,infatti,ag,co,1,0,1,0,0,3,0.67,L
D04_08BF55_56,ma infatti,ag,co,1,0,1,0,0,4,0.73,L
D04_08BF55_74,esatto,ag,co,1,0,1,0,0,3,0.85,L
D04_08BF55_76,sì,ag,co,1,0,1,0,0,1,0.46,S
D04_08BF55_88,eh,ag,co,1,1,1,0,0,1,0.22,N
D01_02BF47_66,eh infatti,ag,is,1,2,2,1,0,4,0.74,NL
D04_08BF55_90,sì,ag,co,1,0,1,0,0,1,0.42,S
D01_02BF47_282,sì esatto,ag,is,1,0,2,1,0,6,1.94,SL
D04_08BF55_124,sì,ag,co,1,0,1,0,0,1,0.41,S
D04_08BF55_162,no,ag,co,1,0,1,0,0,1,0.33,S
D04_08BF55_186,esatto,ag,co,1,0,1,0,0,3,0.67,L
D04_08BF55_214,certo,ag,co,1,0,1,0,0,2,0.6,L
D02_03BM59_60,sì però eh,ag,is,1,2,3,1,0,4,1.44,SLN
D04_08BF55_226,certo,ag,co,1,0,1,0,0,2,0.52,L
D04_08BF55_228,esatto,ag,co,1,0,1,0,0,3,0.58,L
D04_08BF55_236,esatto,ag,co,1,0,1,0,0,3,0.54,L
D04_08BF55_252,esatto,ag,co,0,0,1,0,0,3,0.6,L
D02_03BM59_70,sì sì questo è vero,ag,is,1,0,3,1,1,7,0.89,SRL
D02_03BM59_118,sì sì,ag,is,1,0,2,1,1,2,0.58,SR
D02_04BM56_26,no no,ag,is,1,0,2,1,1,2,0.25,SR
D05_09BF52_2,sì,ag,co,1,0,1,0,0,1,0.37,S
D02_04BM56_50,sì sì sì,ag,is,1,0,3,1,1,3,0.54,SRR
D02_04BM56_52,sì sì,ag,is,1,0,2,1,1,2,0.46,SR
D02_04BM56_80,sì sì,ag,is,1,0,2,1,1,2,0.54,SR
D05_09BF52_10,sì,ag,co,1,0,1,0,0,1,0.38,S
D05_09BF52_20,chiaro,ag,co,1,0,1,0,0,2,0.32,L
D02_04BM56_84,sì sì,ag,is,0,0,2,1,1,2,0.33,SR
D02_04BM56_88,sì sì,ag,is,1,0,2,1,1,2,0.43,SR
D02_04BM56_108,ah no,ag,is,1,2,2,1,0,2,0.18,NS
D05_09BF52_24,chiaro,ag,co,0,0,1,0,0,2,0.36,L
D02_04BM56_114,no no beh,ag,is,1,2,3,1,1,3,0.87,SRN
D02_04BM56_134,no no certo,ag,is,1,0,3,1,1,4,0.99,SRL
D02_04BM56_144,eh chiaro,ag,is,1,2,2,1,0,3,1.95,NL
D02_04BM56_158,sì sì,ag,is,1,0,2,1,1,2,0.58,SR
D02_04BM56_160,ah beh certo,ag,is,1,2,3,1,0,4,0.8,NNL
D05_09BF52_32,assolutamente,ag,co,0,0,1,0,0,6,1.02,L
D05_09BF52_34,mhmh,ag,co,1,1,1,0,0,2,0.41,N
D02_04BM56_166,mh eh beh è quello,ag,is,1,2,4,1,0,6,1.19,NNNL
D05_09BF52_50,mh,ag,co,0,1,1,0,0,1,0.19,N
D02_04BM56_172,sì sì,ag,is,1,0,2,1,1,2,0.42,SR
D02_04BM56_180,ah sì sì,ag,is,1,2,3,1,1,3,1.28,NSR
D05_10BF52_8,è vero,ag,co,1,0,1,0,0,3,0.48,L
D05_10BF52_22,ovvio,ag,co,1,0,1,0,0,2,0.36,L
D05_10BF52_28,sì,ag,co,1,0,1,0,0,1,0.33,S
D02_04BM56_192,no no no eh sì,ag,is,1,2,5,1,1,5,1.44,SRRNS
D05_10BF52_36,no,ag,co,0,0,1,0,0,1,0.19,L
D05_10BF52_38,sì,ag,co,1,0,1,0,0,1,0.33,S
D02_04BM56_222,sì sì,ag,is,1,0,2,1,1,2,0.43,SR
D05_10BF52_40,sì,ag,co,1,0,1,0,0,1,0.34,S
D05_10BF52_42,sì,ag,co,1,0,1,0,0,1,0.41,S
D05_10BF52_46,sì,ag,co,0,0,1,0,0,1,0.3,S
D05_10BF52_52,sì,ag,co,0,0,1,0,0,1,0.29,S
D02_04BM56_232,sì sì,ag,is,1,0,2,1,1,2,0.35,SR
D02_04BM56_238,ah beh certo,ag,is,1,2,3,1,0,4,0.91,NNL
D05_10BF52_54,sì,ag,co,0,0,1,0,0,1,0.36,S
D02_04BM56_248,ah va beh certo,ag,is,0,2,3,1,0,5,0.87,NNL
D05_10BF52_66,eh,ag,co,0,1,1,0,0,1,0.16,N
D05_10BF52_68,sì,ag,co,0,0,1,0,0,1,0.19,S
D02_04BM56_250,sì sì sì,ag,is,0,0,3,1,1,3,0.74,SRR
D05_10BF52_72,sì,ag,co,1,0,1,0,0,1,0.31,S
D05_10BF52_76,mh,ag,co,1,1,1,0,0,1,0.26,N
D05_10BF52_78,mh,ag,co,0,1,1,0,0,1,0.18,N
D05_10BF52_90,è vero,ag,co,1,0,1,0,0,11,0.49,L
D05_10BF52_92,certo,ag,co,0,0,1,0,0,2,0.53,L
D06_11LF28_6,sì,ag,co,1,0,1,0,0,1,0.4,S
D02_04BM56_252,sì eh beh,ag,is,1,2,3,1,0,3,0.45,SNN
D02_04BM56_256,sì sì,ag,is,1,0,2,1,1,2,0.36,SR
D06_11LF28_8,sì,ag,co,1,0,1,0,0,1,0.35,S
D06_11LF28_10,infatti,ag,co,1,0,1,0,0,3,0.68,L
D06_11LF28_16,sì,ag,co,1,0,1,0,0,1,0.28,S
D02_04BM56_262,sì sì,ag,is,0,0,2,1,1,2,0.41,SR
D06_11LF28_24,sì,ag,co,0,0,1,0,0,1,0.33,S
D02_04BM56_286,ah beh sì,ag,is,1,2,3,1,0,3,0.65,NNS
D04_07BF55_90,sì sì sì eh beh sì ,ag,is,1,2,6,1,1,6,1.77,SRRNNS
D04_08BF55_20,sì sì,ag,is,1,0,2,1,1,2,0.33,SR
D06_11LF28_26,sì,ag,co,1,0,1,0,0,1,0.41,S
D04_08BF55_28,no no no,ag,is,1,0,3,1,1,3,0.56,SRR
D06_11LF28_30,ecco,ag,co,0,0,1,0,0,2,0.49,L
D06_11LF28_62,sì,ag,co,1,0,1,0,0,1,0.3,S
D06_11LF28_64,sì,ag,co,1,0,1,0,0,1,0.24,S
D06_11LF28_70,eh,ag,co,0,1,1,0,0,1,0.28,N
D04_08BF55_34,sì sì,ag,is,1,0,2,1,1,2,0.42,SR
D08_15BM22_64,esatto,ag,co,1,0,1,0,0,3,0.62,L
D08_16BF22_64,sì,ag,co,0,0,1,0,0,1,0.29,S
D08_16BF22_92,eh,ag,co,0,1,1,0,0,1,0.11,N
D08_16BF22_94,mh,ag,co,1,1,1,0,0,1,0.17,N
D08_16BF22_140,certo,ag,co,0,0,1,0,0,2,0.46,L
D08_16BF22_150,ovvio,ag,co,1,0,1,0,0,2,0.4,L
D08_16BF22_152,certo,ag,co,1,0,1,0,0,2,0.4,L
D04_08BF55_50,sì sì,ag,is,1,0,2,1,1,2,0.36,SR
D11_22BM51_10,certo,ag,co,1,0,1,0,0,2,0.44,L
D11_22BM51_14,esatto,ag,co,1,0,1,0,0,3,0.46,L
D12_23LM30_32,è vero,ag,co,1,0,1,0,0,3,0.49,L
D12_23LM30_48,sì,ag,co,1,0,1,0,0,1,0.24,S
D04_08BF55_54,sì sì,ag,is,1,0,2,1,1,2,0.52,SR
D12_23LM30_58,sì,ag,co,0,0,1,0,0,1,0.27,S
D04_08BF55_114,no no no no,ag,is,1,0,4,1,1,4,0.75,SRRR
D04_08BF55_116,sì sì,ag,is,1,0,2,1,1,2,0.31,SR
D13_25LF23_90,certo,ag,co,1,0,1,0,0,2,0.51,L
D13_25LF23_96,sì,ag,co,0,0,1,0,0,1,0.17,S
D13_25LF23_98,sì,ag,co,1,0,1,0,0,1,0.19,S
D13_25LF23_202,esatto,ag,co,1,0,1,0,0,3,0.56,L
D13_26BF24_4,esatto,ag,co,1,0,1,0,0,3,0.61,L
D13_26BF24_12,giusto,ag,co,0,0,1,0,0,2,0.45,L
D04_08BF55_166,sì sì sì,ag,is,1,0,3,1,1,3,0.62,SRR
D13_26BF24_40,esatto,ag,co,1,0,1,0,0,3,0.67,L
D13_26BF24_42,esatto,ag,co,1,0,1,0,0,3,0.46,L
D13_26BF24_50,esatto,ag,co,0,0,1,0,0,3,0.57,L
D13_26BF24_52,esatto,ag,co,1,0,1,0,0,3,0.48,L
D13_26BF24_54,infatti,ag,co,0,0,1,0,0,3,0.57,L
D13_26BF24_76,eh,ag,co,1,1,1,0,0,1,0.06,N
D13_26BF24_100,infatti,ag,co,1,0,1,0,0,3,0.55,L
D13_26BF24_102,esatto,ag,co,1,0,1,0,0,3,0.56,L
D13_26BF24_108,esatto,ag,co,1,0,1,0,0,3,0.58,L
D15_29BF21_10,sì,ag,co,0,0,1,0,0,1,0.24,S
D15_29BF21_18,sì,ag,co,0,0,1,0,0,1,0.31,S
D15_29BF21_20,sì,ag,co,1,0,1,0,0,1,0.57,S
D04_08BF55_172,sì esatto,ag,is,1,0,2,1,0,4,1.12,SL
D15_29BF21_24,certo,ag,co,1,0,1,0,0,2,0.47,L
D04_08BF55_180,no no no no no,ag,is,1,0,5,1,1,5,1.54,SRRRR
D15_29BF21_36,perfetto,ag,co,0,0,1,0,0,3,0.78,L
D04_08BF55_206,sì sì no,ag,is,0,0,3,1,1,3,0.7,SRS
D15_29BF21_74,sì,ag,co,0,0,1,0,0,1,0.34,S
D15_29BF21_82,infatti,ag,co,1,0,1,0,0,6,0.65,L
D04_08BF55_246,no no,ag,is,1,0,2,1,1,2,0.3,SR
D05_09BF52_38,eh sì,ag,is,0,2,2,1,0,2,0.36,NS
D15_29BF21_84,no,ag,co,1,0,1,0,0,1,0.28,S
D15_29BF21_86,certo,ag,co,1,0,1,0,0,2,0.5,L
D15_29BF21_156,sì,ag,co,1,0,1,0,0,1,0.32,S
D05_09BF52_50,sì sì sì sì,ag,is,1,0,4,1,1,4,1.07,SRRR
D15_29BF21_164,sì,ag,co,0,0,1,0,0,1,0.29,S
D15_29BF21_166,sì,ag,co,0,0,1,0,0,1,0.22,S
D15_29BF21_178,sì,ag,co,0,0,1,0,0,1,0.28,S
D01_01BF47_16,ahm,as,co,1,1,1,0,0,1,0.41,N
D01_01BF47_22,no,as,co,0,0,1,0,0,1,0.41,S
D01_02BF47_2,sì,as,is,0,0,1,0,0,1,0.79,S
D01_02BF47_36,sì,as,is,0,0,1,0,0,1,0.44,S
D01_02BF47_182,mah,as,co,1,1,1,0,0,1,0.46,N
D05_09BF52_80,sì sì sì sì,ag,is,1,0,5,1,1,4,1.22,SRRRL
D02_04BM56_100,ah,as,co,1,0,1,0,0,1,0.27,S
D02_04BM56_148,certo,as,co,1,0,1,0,0,2,1.02,L
D04_07BF55_66,eh,as,co,1,1,1,0,0,1,0.92,N
D04_07BF55_74,eh,as,co,1,1,1,0,0,1,0.34,N
D04_07BF55_112,ah,as,co,0,1,1,0,0,1,0.14,N
D04_08BF55_150,eh,as,co,1,1,1,0,0,1,0.26,N
D04_08BF55_152,eh sì,as,co,1,1,1,0,0,2,0.36,N
D04_08BF55_184,eh,as,is,1,1,1,0,0,1,0.19,N
D04_08BF55_222,eh,as,co,1,1,1,0,0,1,0.52,N
D05_09BF52_60,mh,as,co,1,1,1,0,0,1,0.28,N
D05_09BF52_66,oddio,as,co,1,0,1,0,0,3,0.39,L
D05_10BF52_10,pensa,as,co,1,0,1,0,0,2,0.51,L
D06_11LF28_44,ah ok,as,co,1,1,1,0,0,3,0.96,N
D06_11LF28_50,mh,as,co,0,1,1,0,0,1,0.2,N
D06_12LF30_18,ahia,as,co,1,1,1,0,0,2,0.52,N
D06_12LF30_28,ah,as,is,0,1,1,0,0,1,0.37,N
D06_12LF30_38,bah ,as,co,1,1,1,0,0,1,1.15,N
D06_12LF30_42,ah,as,is,1,1,1,0,0,1,0.49,N
D06_12LF30_44,ma va,as,is,0,1,1,0,0,2,0.93,N
D08_15BM22_10,ah,as,co,1,1,1,0,0,1,0.38,N
D08_15BM22_90,ma va,as,co,0,0,1,0,0,2,0.42,L
D08_16BF22_12,mhmh,as,co,1,1,1,0,0,2,0.41,N
D08_16BF22_22,eh,as,co,1,1,1,0,0,1,0.18,N
D08_16BF22_28,ah,as,co,1,1,1,0,0,1,0.56,N
D08_16BF22_36,mh,as,co,1,1,1,0,0,1,0.16,N
D08_16BF22_48,ma va,as,co,1,0,1,0,0,2,0.31,L
D06_11LF28_74,sì sì,ag,is,0,0,2,1,1,2,0.46,SR
D08_16BF22_52,what,as,co,1,0,1,0,0,1,0.44,S
D08_16BF22_88,mh,as,co,1,1,1,0,0,1,0.32,N
D08_16BF22_102,dai,as,co,0,0,1,0,0,1,0.39,S
D08_16BF22_104,mh,as,co,1,1,1,0,0,1,0.44,N
D08_16BF22_110,ah,as,is,1,1,1,0,0,1,0.3,N
D08_15BM22_78,sì sì,ag,is,0,0,2,1,1,2,0.52,SR
D08_16BF22_112,ma va,as,co,1,0,1,0,0,2,0.56,L
D08_16BF22_114,ma dai,as,co,0,0,1,0,0,2,0.42,L
D08_16BF22_122,ma va,as,co,1,0,1,0,0,2,0.41,L
D08_16BF22_138,eh no,ag,is,0,2,2,1,0,2,0.27,NS
D08_16BF22_126,ma va,as,co,0,0,1,0,0,2,0.42,L
D11_21BM60_28,sì sì,ag,is,1,0,2,1,1,2,0.32,SR
D08_16BF22_156,mh,as,co,0,1,1,0,0,1,0.19,N
D08_16BF22_168,ma va,as,co,1,0,1,0,0,2,0.9,L
D11_21BM60_32,mah,as,co,1,1,1,0,0,1,0.31,N
D11_21BM60_50,mah,as,is,1,1,1,0,0,1,0.17,N
D12_23LM30_16,ah,as,co,1,1,1,0,0,1,0.18,N
D12_23LM30_22,ah,as,co,1,1,1,0,0,1,0.36,N
D11_21BM60_30,no ma certo,ag,is,1,0,3,1,0,4,0.63,SCL
D11_21BM60_34,eh certo,ag,is,0,2,2,1,0,3,0.92,NL
D12_23LM30_26,ah,as,co,1,1,1,0,0,1,0.72,N
D12_24LF27_42,ah,as,is,0,1,1,0,0,1,0.18,N
D13_25LF23_94,eh,as,co,1,1,1,0,0,1,0.27,N
D13_25LF23_112,dai,as,co,0,0,1,0,0,1,0.29,S
D13_25LF23_128,dai,as,co,1,0,1,0,0,1,0.43,S
D13_26BF24_68,ma va,as,co,1,0,1,0,0,2,0.31,L
D13_26BF24_72,beh,as,co,0,0,1,0,0,1,0.11,L
D11_21BM60_44,sì sì sì,ag,is,1,0,3,1,1,3,0.55,SRR
D13_26BF24_78,mh,as,co,1,1,1,0,0,1,0.48,N
D13_26BF24_80,ah,as,co,1,1,1,0,0,1,0.5,N
D13_26BF24_82,eheh,as,co,1,1,1,0,0,2,0.56,N
D11_21BM60_48,no no,ag,is,1,0,2,1,1,2,0.31,SR
D15_29BF21_94,ah,as,is,1,1,1,0,0,1,0.24,N
D15_29BF21_102,ah,as,co,0,1,1,0,0,1,0.21,N
D01_02BF47_72,ma dai,co,co,1,0,1,0,0,2,0.61,L
D01_02BF47_112,no,co,co,1,0,1,0,0,1,0.16,S
D08_15BM22_114,sì,co,co,1,0,1,0,0,1,0.29,S
D01_02BF47_226,sì,ag,is,1,0,1,0,0,1,0.4,S
D01_02BF47_284,esatto,ag,is,0,0,1,0,0,3,0.54,L
D01_02BF47_286,esatto,ag,is,1,0,1,0,0,3,0.51,L
D02_03BM59_2,sì,ag,is,1,0,1,0,0,1,0.19,S
D11_21BM60_52,sì sì sì sì,ag,is,1,0,4,1,1,4,0.65,SRRR
D02_03BM59_8,sì,ag,is,1,0,1,0,0,1,0.26,S
D02_03BM59_26,sì,ag,is,0,0,1,0,0,1,0.15,S
D02_03BM59_30,sì,ag,is,1,0,1,0,0,1,0.13,S
D02_03BM59_40,sì,ag,is,0,0,1,0,0,1,0.19,S
D11_21BM60_58,sì sì sì,ag,is,1,0,3,1,1,3,0.43,SRR
D02_03BM59_50,sì,ag,is,1,0,1,0,0,1,0.19,S
D02_03BM59_58,sì,ag,is,1,0,1,0,0,1,0.26,S
D02_03BM59_62,sì,ag,is,1,0,1,0,0,1,0.32,S
D02_03BM59_72,sì,ag,is,1,0,1,0,0,1,0.15,S
D02_03BM59_86,sì,ag,is,1,0,1,0,0,1,0.3,S
D02_03BM59_90,esatto,ag,is,1,0,1,0,0,3,0.46,L
D02_03BM59_94,sì ma,ag,is,1,0,1,0,0,2,0.14,S
D02_03BM59_96,certo,ag,is,1,0,1,0,0,2,0.25,L
D11_21BM60_66,sì sì,ag,is,0,0,2,1,1,2,0.37,SR
D02_03BM59_110,esatto,ag,is,1,0,1,0,0,3,0.5,L
D02_04BM56_12,sì,ag,is,0,0,1,0,0,1,0.15,S
D02_04BM56_30,sì,ag,is,1,0,1,0,0,1,0.35,S
D12_23LM30_2,ah è vero,ag,is,0,2,2,1,0,4,0.52,NL
D02_04BM56_36,sì,ag,is,1,0,1,0,0,1,0.14,S
D02_04BM56_40,è vero,ag,is,0,0,1,0,0,3,0.42,L
D02_04BM56_60,sì,ag,is,1,0,1,0,0,1,0.2,S
D02_04BM56_78,sì,ag,is,0,0,1,0,0,1,0.36,S
D12_23LM30_60,sì sì sì,ag,is,1,0,3,1,1,3,0.44,SRR
D02_04BM56_120,sì,ag,is,0,0,1,0,0,1,0.28,S
D02_04BM56_128,sì,ag,is,1,0,1,0,0,1,0.31,S
D02_04BM56_174,sì,ag,is,1,0,1,0,0,1,0.32,S
D02_04BM56_182,esatto,ag,is,1,0,1,0,0,3,0.52,L
D02_04BM56_244,sì,ag,is,1,1,1,0,0,1,0.2,N
D12_24LF27_8,sì sì,ag,is,1,0,2,1,1,2,0.27,SR
D02_04BM56_246,sì,ag,is,1,0,1,0,0,1,0.39,S
D02_04BM56_264,sì ecco,ag,is,0,0,1,0,0,3,0.53,S
D13_25LF23_170,sì sì sì sì sì sì sì,ag,is,1,0,7,1,1,7,1.8,SRRRRRR
D02_04BM56_266,sì,ag,is,1,1,1,0,0,1,0.21,N
D02_04BM56_282,sì,ag,is,1,0,1,0,0,1,0.15,S
D02_04BM56_284,sì ,ag,is,1,0,1,0,0,1,0.3,S
D02_04BM56_294,sì,ag,is,1,0,1,0,0,1,0.33,S
D04_07BF55_40,eh,ag,is,1,1,1,0,0,1,0.14,N
D04_07BF55_42,eh,ag,is,1,1,1,0,0,1,0.16,N
D04_07BF55_92,esatto,ag,is,1,0,1,0,0,3,0.53,L
D04_07BF55_108,sì,ag,is,1,0,1,0,0,1,0.24,S
D04_08BF55_60,no,ag,is,1,0,1,0,0,1,0.21,S
D04_08BF55_70,sì,ag,is,1,0,1,0,0,1,0.98,S
D15_30BM23_16,no no,ag,is,1,0,2,1,1,6,0.3,SR
D04_08BF55_78,sì,ag,is,0,0,1,0,0,1,0.31,S
D04_08BF55_80,sì,ag,is,1,1,1,0,0,1,0.32,N
D04_08BF55_82,sì,ag,is,1,0,1,0,0,1,0.2,S
D04_08BF55_86,sì,ag,is,1,0,1,0,0,1,0.13,S
D04_08BF55_216,esatto,ag,is,1,0,1,0,0,3,0.55,L
D04_08BF55_218,esatto,ag,is,1,0,1,0,0,3,0.49,L
D05_09BF52_56,no,ag,is,0,0,1,0,0,1,0.27,S
D05_10BF52_26,sì,ag,is,1,0,1,0,0,1,0.19,S
D06_11LF28_12,sì,ag,is,1,0,1,0,0,1,0.2,S
D15_30BM23_20,sì sì,ag,is,0,0,2,1,1,2,0.38,SR
D06_11LF28_38,sì,ag,is,0,0,1,0,0,1,0.26,S
D06_12LF30_8,sì,ag,is,0,0,1,0,0,1,0.16,S
D06_12LF30_22,sì,ag,is,1,0,1,0,0,1,0.33,S
D08_15BM22_36,esatto,ag,is,0,0,1,0,0,3,0.5,L
D08_15BM22_76,esatto,ag,is,0,0,1,0,0,3,0.38,L
D08_15BM22_80,esatto,ag,is,1,0,1,0,0,3,0.44,L
D08_15BM22_122,sì,ag,is,1,0,1,0,0,1,0.3,S
D08_16BF22_4,infatti,ag,is,1,0,1,0,0,3,0.61,L
D08_16BF22_62,sì,ag,is,1,0,1,0,0,1,0.6,S
D08_16BF22_148,certo,ag,is,1,0,1,0,0,2,0.49,L
D11_21BM60_10,sì,ag,is,0,0,1,0,0,1,0.17,S
D11_21BM60_24,sì,ag,is,0,0,1,0,0,1,0.24,S
D11_21BM60_42,sì,ag,is,1,0,1,0,0,1,0.19,S
D12_24LF27_18,no,ag,is,1,0,1,0,0,1,0.21,S
D12_24LF27_32,sì,ag,is,1,0,1,0,0,1,0.19,S
D12_24LF27_64,sì,ag,is,1,0,1,0,0,1,0.14,S
D15_30BM23_24,sì sì,ag,is,1,0,2,1,1,2,0.38,SR
D15_30BM23_68,sì sì,ag,is,1,0,2,1,1,2,0.3,SR
D13_26BF24_62,esatto,ag,is,0,0,1,0,0,3,0.47,L
D15_30BM23_70,sì sì,ag,is,0,0,2,1,1,2,0.3,SR
D15_29BF21_136,esatto,ag,is,1,0,1,0,0,3,0.59,L
D15_29BF21_148,sì,ag,is,0,0,1,0,0,1,0.45,S
D15_29BF21_176,no,ag,is,1,0,1,0,0,1,0.31,S
D15_30BM23_2,sì,ag,is,0,0,1,0,0,1,0.17,S
D15_30BM23_4,embeh,ag,is,0,1,1,0,0,2,0.58,N
D15_30BM23_6,sì,ag,is,1,0,1,0,0,1,0.21,S
D15_30BM23_28,sì,ag,is,1,0,1,0,0,1,0.31,S
D15_30BM23_32,sì,ag,is,1,0,1,0,0,1,0.23,S
D15_30BM23_34,sì,ag,is,1,0,1,0,0,1,0.22,S
D06_11LF28_26,ah dici,is,is,1,2,2,1,0,3,0.28,NL
D15_30BM23_38,sì,ag,is,1,0,1,0,0,1,0.24,S
D15_30BM23_48,sì,ag,is,1,0,1,0,0,1,0.34,S
D15_30BM23_50,sì,ag,is,1,0,1,0,0,1,0.2,S
D15_30BM23_52,sì,ag,is,0,0,1,0,0,1,0.16,S
D15_30BM23_56,sì,ag,is,1,0,1,0,0,1,0.23,S
D11_21BM60_6,ah sì,is,is,0,2,2,1,0,2,0.54,NS
D15_30BM23_58,sì,ag,is,1,0,1,0,0,1,0.14,S
D15_30BM23_60,sì,ag,is,1,0,1,0,0,1,0.16,S
D15_30BM23_62,sì,ag,is,0,0,1,0,0,1,0.11,S
D15_30BM23_64,sì,ag,is,1,0,1,0,0,1,0.26,S
D01_02BF47_102,ah,is,is,0,1,1,0,0,1,0.47,N
D01_02BF47_108,ah,is,is,0,1,1,0,0,1,0.23,N
D02_03BM59_36,mhmh,is,is,1,1,1,0,0,2,0.32,N
D12_23LM30_18,ah no,is,is,1,2,2,1,0,2,0.73,NS
D12_24LF27_24,ah ok,is,is,1,2,2,1,0,3,0.63,NL
D02_03BM59_120,sì,is,is,1,0,1,0,0,1,0.38,S
D02_04BM56_4,mh,is,is,1,1,1,0,0,1,0.18,N
D05_09BF52_28,mh,is,is,0,1,1,0,0,1,0.26,N
D08_15BM22_50,eh,is,is,0,1,1,0,0,1,0.14,N
D08_16BF22_130,mh,is,is,0,1,1,0,0,1,0.19,N
D11_21BM60_12,ah,is,is,0,1,1,0,0,1,0.18,N
D12_24LF27_38,sì sì sì,is,is,1,0,3,1,1,3,0.47,SRR
D12_23LM30_10,ah,is,is,0,1,1,0,0,1,0.14,N
D12_23LM30_12,ah,is,is,0,1,1,0,0,1,0.15,N
D12_24LF27_6,ah,is,is,0,1,1,0,0,1,0.09,N
D12_24LF27_40,sì sì,is,is,1,0,2,1,1,2,0.22,SR
D12_24LF27_54,sì sì,is,is,0,0,2,1,1,2,0.24,SR
D13_25LF23_32,ah ok,is,is,0,2,2,1,0,3,0.6,NL
D12_24LF27_36,sì,is,is,1,0,1,0,0,1,0.27,S
D15_29BF21_58,eh va beh,is,is,0,2,2,1,0,3,0.32,NL
D12_24LF27_68,mh,is,is,1,1,1,0,0,1,0.12,N
D13_25LF23_8,ah,is,is,1,1,1,0,0,1,0.49,N
D13_25LF23_28,ah,is,is,1,1,1,0,0,1,0.43,N
D13_26BF24_94,mh,is,is,1,1,1,0,0,1,0.23,N
